Year,Week,Beat,District
2021,27,1122,11.0
2020,1,913,9.0
2022,20,933,9.0
2022,38,715,7.0
2019,1,1933,19.0
2019,5,1011,10.0
2023,15,332,3.0
2021,26,433,4.0
2019,33,133,1.0
2021,19,922,9.0
2021,26,1935,19.0
2023,13,1423,14.0
2021,2,1612,16.0
2023,15,2424,24.0
2020,24,1531,15.0
2023,45,1212,12.0
2020,12,1822,18.0
2019,40,2513,25.0
2019,8,634,6.0
2023,38,1033,10.0
2022,50,1234,12.0
2021,42,511,5.0
2023,16,1124,11.0
2021,26,1432,14.0
2022,35,831,8.0
2022,2,1632,16.0
2020,51,434,4.0
2021,25,1234,12.0
2020,40,1135,11.0
2019,52,433,4.0
2020,46,1924,19.0
2021,32,214,2.0
2023,19,1432,14.0
2023,31,314,3.0
2023,30,2012,20.0
2021,31,221,2.0
2019,12,924,9.0
2020,12,2513,25.0
2022,47,1732,17.0
2022,50,1915,19.0
2023,8,232,2.0
2019,42,114,1.0
2021,35,725,7.0
2019,51,611,6.0
2023,30,2413,24.0
2019,23,1834,18.0
2021,24,1651,16.0
2019,45,2531,25.0
2019,23,1621,16.0
2019,49,1412,14.0
2019,27,512,5.0
2022,18,1011,10.0
2021,3,1624,16.0
2020,35,715,7.0
2023,30,423,4.0
2021,19,1233,12.0
2021,33,411,4.0
2021,1,1212,12.0
2023,1,1915,19.0
2020,37,622,6.0
2020,15,2234,22.0
2022,49,821,8.0
2019,2,722,7.0
2022,17,611,6.0
2021,38,2022,20.0
2021,16,1613,16.0
2022,44,1524,15.0
2021,29,412,4.0
2021,40,2525,25.0
2020,42,1131,11.0
2020,25,1423,14.0
2021,24,2534,25.0
2023,43,2533,25.0
2020,20,1914,19.0
2021,17,2411,24.0
2023,6,735,7.0
2022,12,2535,25.0
2019,38,2012,20.0
2022,52,423,4.0
2021,19,612,6.0
2022,46,2013,20.0
2019,13,913,9.0
2021,30,614,6.0
2021,7,1813,18.0
2021,12,1911,19.0
2019,30,223,2.0
2020,18,1823,18.0
2022,32,1934,19.0
2020,2,111,1.0
2023,45,2012,20.0
2023,52,231,2.0
2020,30,1634,16.0
2021,7,1524,15.0
2021,28,1824,18.0
2020,48,2023,20.0
2020,15,2422,24.0
2020,47,1533,15.0
2022,17,214,2.0
2020,52,1225,12.0
2019,29,925,9.0
2021,16,1021,10.0
2022,50,313,3.0
2020,11,1933,19.0
2020,46,1012,10.0
2021,39,322,3.0
2020,39,524,5.0
2022,52,1932,19.0
2022,12,1215,12.0
2023,33,2411,24.0
2020,7,924,9.0
2021,33,733,7.0
2021,6,1824,18.0
2019,40,1814,18.0
2023,3,1232,12.0
2021,2,1432,14.0
2022,6,1723,17.0
2019,28,2413,24.0
2019,52,1221,12.0
2022,16,1215,12.0
2019,36,123,1.0
2019,20,733,7.0
2019,11,832,8.0
2023,11,1531,15.0
2020,46,2022,20.0
2020,36,112,1.0
2022,13,1722,17.0
2023,31,414,4.0
2021,35,1424,14.0
2023,19,923,9.0
2020,39,222,2.0
2020,52,1414,14.0
2023,23,413,4.0
2023,32,1211,12.0
2019,37,1022,10.0
2023,23,726,7.0
2022,50,2533,25.0
2020,15,1654,16.0
2020,2,324,3.0
2021,30,1923,19.0
2020,18,1651,16.0
2022,26,2532,25.0
2023,4,1135,11.0
2022,40,812,8.0
2022,41,1533,15.0
2019,15,1413,14.0
2021,45,724,7.0
2022,1,1012,10.0
2023,37,1650,16.0
2022,43,825,8.0
2022,21,731,7.0
2022,28,923,9.0
2023,10,1422,14.0
2021,39,1723,17.0
2022,22,711,7.0
2020,3,132,1.0
2020,31,311,3.0
2019,11,434,4.0
2022,1,2011,20.0
2022,2,434,4.0
2022,46,1235,12.0
2022,1,2031,20.0
2019,15,511,5.0
2021,19,2011,20.0
2021,34,1912,19.0
2023,23,1414,14.0
2022,40,1531,15.0
2020,5,2511,25.0
2021,44,424,4.0
2022,32,321,3.0
2019,44,1724,17.0
2019,29,725,7.0
2023,31,932,9.0
2022,41,1732,17.0
2021,30,714,7.0
2020,45,2433,24.0
2021,23,1822,18.0
2021,26,924,9.0
2019,37,2233,22.0
2023,39,2514,25.0
2020,40,1832,18.0
2022,37,235,2.0
2021,31,1821,18.0
2019,21,1633,16.0
2021,16,1113,11.0
2021,18,512,5.0
2019,13,1032,10.0
2022,37,233,2.0
2022,45,522,5.0
2020,32,1623,16.0
2019,19,1131,11.0
2023,4,1653,16.0
2019,6,1612,16.0
2019,28,421,4.0
2023,2,821,8.0
2022,2,1823,18.0
2023,22,531,5.0
2019,37,1431,14.0
2021,19,1523,15.0
2019,44,411,4.0
2023,13,2531,25.0
2020,1,1532,15.0
2023,21,812,8.0
2023,3,511,5.0
2020,17,1913,19.0
2021,2,1113,11.0
2023,30,433,4.0
2019,31,1733,17.0
2023,3,1235,12.0
2022,31,1723,17.0
2023,4,1611,16.0
2019,35,2535,25.0
2023,34,832,8.0
2022,1,2522,25.0
2020,53,1935,19.0
2019,46,1125,11.0
2023,20,1112,11.0
2019,48,2031,20.0
2021,46,113,1.0
2019,46,1214,12.0
2021,14,634,6.0
2023,35,1811,18.0
2023,40,1621,16.0
2022,30,211,2.0
2022,29,1121,11.0
2021,17,411,4.0
2022,42,523,5.0
2023,29,1733,17.0
2019,51,334,3.0
2021,37,935,9.0
2022,10,411,4.0
2021,20,314,3.0
2019,4,233,2.0
2020,41,2032,20.0
2019,13,933,9.0
2022,16,2022,20.0
2019,43,531,5.0
2022,9,1014,10.0
2020,33,1611,16.0
2019,12,1014,10.0
2021,51,624,6.0
2020,4,714,7.0
2021,46,2223,22.0
2023,33,735,7.0
2023,4,2211,22.0
2023,18,1532,15.0
2020,35,314,3.0
2023,9,512,5.0
2022,38,1213,12.0
2022,13,531,5.0
2019,4,1115,11.0
2020,9,912,9.0
2019,14,322,3.0
2019,14,112,1.0
2023,38,723,7.0
2021,1,2032,20.0
2022,2,2211,22.0
2022,10,813,8.0
2020,53,1012,10.0
2020,46,433,4.0
2023,19,235,2.0
2022,23,1924,19.0
2022,51,1014,10.0
2022,21,634,6.0
2021,34,1733,17.0
2022,43,631,6.0
2019,25,1512,15.0
2021,42,2024,20.0
2022,34,834,8.0
2019,42,411,4.0
2020,53,424,4.0
2019,21,223,2.0
2019,35,1524,15.0
2022,13,822,8.0
2022,39,2531,25.0
2023,3,133,1.0
2023,12,231,2.0
2022,31,823,8.0
2020,10,1624,16.0
2019,51,1711,17.0
2019,44,511,5.0
2023,15,1732,17.0
2020,38,634,6.0
2020,17,334,3.0
2020,33,714,7.0
2022,44,1925,19.0
2023,40,331,3.0
2019,30,2023,20.0
2019,43,1012,10.0
2019,29,1634,16.0
2020,25,225,2.0
2020,12,2024,20.0
2023,35,1114,11.0
2021,25,911,9.0
2019,32,1022,10.0
2019,30,1021,10.0
2021,27,1722,17.0
2019,47,122,1.0
2021,1,124,1.0
2022,35,1511,15.0
2022,20,1711,17.0
2021,18,1022,10.0
2021,16,722,7.0
2021,53,334,3.0
2019,17,1914,19.0
2019,8,1033,10.0
2021,42,2433,24.0
2019,23,921,9.0
2022,28,333,3.0
2021,11,811,8.0
2021,17,112,1.0
2019,39,1411,14.0
2021,35,712,7.0
2019,8,1221,12.0
2020,1,1833,18.0
2019,50,112,1.0
2021,4,1113,11.0
2020,33,232,2.0
2022,9,1935,19.0
2021,10,111,1.0
2022,17,1235,12.0
2022,51,2524,25.0
2020,27,531,5.0
2019,24,1925,19.0
2020,43,2511,25.0
2020,49,821,8.0
2022,38,622,6.0
2021,36,1923,19.0
2021,38,1832,18.0
2020,3,1422,14.0
2021,8,2031,20.0
2019,20,2524,25.0
2020,30,511,5.0
2023,30,1135,11.0
2020,1,824,8.0
2021,9,414,4.0
2022,22,2514,25.0
2020,36,1924,19.0
2021,31,223,2.0
2022,34,2531,25.0
2020,48,2012,20.0
2019,49,333,3.0
2021,17,812,8.0
2021,33,1834,18.0
2020,51,334,3.0
2019,42,1653,16.0
2021,50,212,2.0
2023,36,112,1.0
2019,24,726,7.0
2020,17,222,2.0
2022,49,1221,12.0
2020,21,1513,15.0
2020,2,1932,19.0
2023,32,1112,11.0
2021,28,1834,18.0
2019,24,212,2.0
2019,34,1621,16.0
2023,8,1412,14.0
2023,14,932,9.0
2021,36,112,1.0
2022,31,1223,12.0
2022,39,1812,18.0
2021,25,822,8.0
2019,50,712,7.0
2023,5,523,5.0
2023,26,634,6.0
2021,10,423,4.0
2022,47,1612,16.0
2021,53,532,5.0
2021,24,1824,18.0
2021,40,414,4.0
2020,1,235,2.0
2023,19,824,8.0
2020,6,2431,24.0
2022,27,2012,20.0
2020,27,726,7.0
2020,8,412,4.0
2020,28,613,6.0
2022,29,511,5.0
2019,6,1122,11.0
2020,49,913,9.0
2020,44,1824,18.0
2023,9,1233,12.0
2021,4,2411,24.0
2023,42,614,6.0
2021,8,224,2.0
2019,3,1113,11.0
2020,8,1913,19.0
2022,46,2533,25.0
2019,22,911,9.0
2019,27,715,7.0
2020,8,1135,11.0
2021,52,1653,31.0
2021,5,413,4.0
2019,11,1733,17.0
2022,8,234,2.0
2022,41,231,2.0
2023,31,1032,10.0
2021,22,1434,14.0
2020,32,1824,18.0
2019,4,2234,22.0
2020,14,1123,11.0
2019,25,1824,18.0
2020,1,1731,17.0
2019,39,2521,25.0
2020,19,114,1.0
2021,28,631,6.0
2022,26,1611,16.0
2023,20,1214,12.0
2022,49,1233,12.0
2023,10,2223,22.0
2022,29,133,1.0
2022,24,424,4.0
2023,32,1533,15.0
2022,43,2031,20.0
2022,25,2535,25.0
2021,52,2023,20.0
2022,16,424,4.0
2020,51,233,2.0
2023,8,2422,24.0
2023,5,812,8.0
2020,21,825,8.0
2020,26,614,6.0
2021,46,1213,12.0
2020,28,1533,15.0
2020,52,825,8.0
2020,52,1723,17.0
2022,23,2221,22.0
2021,33,1713,17.0
2019,32,2011,20.0
2023,35,825,8.0
2023,3,912,9.0
2020,11,1034,10.0
2020,27,1935,19.0
2023,7,1633,16.0
2022,29,1022,10.0
2023,41,1933,19.0
2022,28,1921,19.0
2021,46,2213,22.0
2022,30,1935,19.0
2022,29,2422,24.0
2023,43,1512,15.0
2020,19,123,1.0
2023,39,612,6.0
2022,23,914,9.0
2019,29,1511,15.0
2023,28,1611,16.0
2021,38,524,5.0
2022,35,712,7.0
2019,47,1021,10.0
2021,39,1932,19.0
2020,37,333,3.0
2019,21,1653,16.0
2023,4,1231,12.0
2020,38,1621,16.0
2022,32,2411,24.0
2019,33,1631,16.0
2020,29,112,1.0
2020,29,824,8.0
2023,17,121,1.0
2021,11,934,9.0
2020,44,1234,12.0
2022,11,1133,11.0
2021,10,1421,14.0
2023,17,1233,12.0
2021,17,2512,25.0
2020,39,1931,19.0
2019,41,1931,19.0
2021,31,2012,20.0
2020,42,1651,16.0
2023,40,131,1.0
2020,4,611,6.0
2020,9,2523,25.0
2021,8,1133,11.0
2022,35,2032,20.0
2021,48,815,8.0
2020,50,1215,12.0
2023,43,1731,17.0
2019,32,1813,18.0
2020,32,422,4.0
2019,39,921,9.0
2023,20,913,9.0
2019,40,624,6.0
2020,11,2431,24.0
2021,24,225,2.0
2020,7,713,7.0
2021,36,835,8.0
2021,11,2411,24.0
2023,41,314,3.0
2023,44,1933,19.0
2022,12,424,4.0
2020,31,621,6.0
2023,30,632,6.0
2020,38,1432,14.0
2022,41,2533,25.0
2022,37,1013,10.0
2020,53,724,7.0
2021,8,1813,18.0
2020,48,2032,20.0
2020,29,622,6.0
2021,38,334,3.0
2020,1,1221,12.0
2022,37,1134,11.0
2021,19,1123,11.0
2022,38,1024,10.0
2019,48,531,5.0
2020,43,523,5.0
2022,5,422,4.0
2022,24,1533,15.0
2021,3,1412,14.0
2021,42,2012,20.0
2020,24,2222,22.0
2020,21,1624,16.0
2020,14,111,1.0
2022,16,211,2.0
2023,23,2033,20.0
2019,30,821,8.0
2019,6,412,4.0
2020,53,2424,24.0
2019,21,2233,22.0
2022,11,1533,15.0
2019,52,522,5.0
2020,1,213,2.0
2022,13,913,9.0
2020,15,1114,11.0
2021,10,1614,16.0
2022,5,2024,20.0
2021,46,822,8.0
2023,15,1232,12.0
2021,18,915,9.0
2019,40,422,4.0
2020,27,622,6.0
2019,13,1414,14.0
2019,34,1131,11.0
2023,12,1431,14.0
2021,7,1513,15.0
2019,16,711,7.0
2022,38,213,2.0
2022,52,2031,20.0
2019,51,1223,12.0
2022,1,133,1.0
2019,15,1655,16.0
2019,49,2031,20.0
2022,40,2013,20.0
2020,45,1533,15.0
2020,9,1831,18.0
2022,45,923,9.0
2019,43,311,3.0
2020,7,824,8.0
2021,35,2424,24.0
2021,30,121,1.0
2020,23,1412,14.0
2019,14,634,6.0
2021,39,312,3.0
2022,24,712,7.0
2021,40,1132,11.0
2021,34,1135,11.0
2019,52,1633,16.0
2022,21,723,7.0
2021,28,2011,20.0
2019,38,2413,24.0
2021,6,1711,17.0
2022,49,935,9.0
2023,37,1935,19.0
2020,21,531,5.0
2019,13,2013,20.0
2022,3,622,6.0
2021,25,234,2.0
2022,35,2511,25.0
2020,3,2212,22.0
2023,27,323,3.0
2022,7,2521,25.0
2019,5,713,7.0
2022,21,1724,17.0
2020,24,215,2.0
2021,44,1621,16.0
2023,37,1823,18.0
2020,39,522,5.0
2019,12,1134,11.0
2022,6,1632,16.0
2020,12,214,2.0
2022,47,711,7.0
2023,4,2523,25.0
2020,36,1431,14.0
2020,18,2213,22.0
2019,50,231,2.0
2021,21,612,6.0
2019,30,1831,18.0
2023,37,314,3.0
2019,51,1132,11.0
2022,46,1122,11.0
2022,7,613,6.0
2022,24,725,7.0
2021,1,1653,16.0
2023,41,2513,25.0
2021,5,1651,16.0
2019,16,324,3.0
2020,19,2534,25.0
2023,35,613,6.0
2019,16,431,4.0
2021,39,1114,11.0
2019,52,434,4.0
2023,2,1212,12.0
2022,50,1532,15.0
2022,24,1813,18.0
2023,19,1522,15.0
2019,24,2535,25.0
2020,52,2223,22.0
2020,5,314,3.0
2020,36,614,6.0
2021,17,433,4.0
2021,45,1933,19.0
2020,4,821,8.0
2019,51,735,7.0
2021,19,122,1.0
2020,47,2233,22.0
2022,37,1921,19.0
2022,45,1914,19.0
2020,6,1223,12.0
2022,52,1651,16.0
2023,37,321,3.0
2019,2,1111,11.0
2021,32,132,1.0
2023,42,835,8.0
2019,12,434,4.0
2020,5,1431,14.0
2023,7,1925,19.0
2021,41,1522,15.0
2022,23,623,6.0
2022,17,312,3.0
2022,47,1123,11.0
2021,53,1833,18.0
2023,16,614,6.0
2022,4,724,7.0
2022,7,1021,10.0
2019,13,332,3.0
2019,45,634,6.0
2021,44,1234,12.0
2020,35,726,7.0
2019,45,724,7.0
2021,40,2031,20.0
2020,15,1431,14.0
2020,29,832,8.0
2020,13,1712,17.0
2020,41,211,2.0
2022,48,211,2.0
2021,36,2033,20.0
2023,3,722,7.0
2023,11,1655,16.0
2021,34,2523,25.0
2019,26,1224,12.0
2020,6,1012,10.0
2021,12,2212,22.0
2019,3,1411,14.0
2019,13,1821,18.0
2020,5,113,1.0
2021,32,1231,12.0
2022,11,531,5.0
2020,6,1824,18.0
2023,35,333,3.0
2020,37,312,3.0
2019,26,1821,18.0
2019,21,913,9.0
2023,13,232,2.0
2021,10,2233,22.0
2021,27,835,8.0
2021,40,121,1.0
2021,9,1733,17.0
2020,26,925,9.0
2019,44,1911,19.0
2021,30,1224,12.0
2021,14,815,8.0
2021,37,1134,11.0
2020,42,1931,19.0
2019,10,1212,12.0
2022,41,2424,24.0
2022,5,812,8.0
2021,49,413,4.0
2023,12,1432,14.0
2021,49,914,9.0
2019,9,2033,20.0
2022,23,1215,12.0
2019,14,2511,25.0
2021,32,1215,12.0
2019,44,433,4.0
2023,3,1914,19.0
2020,17,411,4.0
2023,8,1723,17.0
2019,4,213,2.0
2022,11,623,6.0
2022,15,923,9.0
2019,32,1124,11.0
2023,12,612,6.0
2021,20,411,4.0
2020,42,633,6.0
2020,32,1033,10.0
2019,21,813,8.0
2023,17,1135,11.0
2022,49,331,3.0
2021,45,1021,10.0
2022,21,1614,16.0
2020,28,633,6.0
2020,52,1511,15.0
2021,45,1011,10.0
2019,19,234,2.0
2020,4,1113,11.0
2022,23,1224,12.0
2020,17,1651,16.0
2022,51,1613,16.0
2023,52,724,7.0
2020,35,1732,17.0
2020,19,234,2.0
2023,25,1632,16.0
2019,42,913,9.0
2021,44,811,8.0
2019,25,1412,14.0
2021,28,732,7.0
2023,10,1122,11.0
2020,50,611,6.0
2023,19,2514,25.0
2020,40,1112,11.0
2021,32,915,9.0
2022,49,1722,17.0
2022,20,1024,10.0
2019,33,1724,17.0
2021,23,422,4.0
2023,40,524,5.0
2019,31,1732,17.0
2019,45,1935,19.0
2021,6,2424,24.0
2020,50,824,8.0
2019,21,1225,12.0
2021,30,1114,11.0
2023,33,1912,19.0
2021,33,611,6.0
2021,50,1512,15.0
2022,24,1723,17.0
2023,34,2524,25.0
2022,37,2513,25.0
2020,44,432,4.0
2019,14,1032,10.0
2020,19,2413,24.0
2022,38,911,9.0
2021,43,213,2.0
2021,3,1913,19.0
2023,25,2422,24.0
2022,10,1912,19.0
2019,15,1233,12.0
2020,4,1122,11.0
2023,31,1225,12.0
2021,49,1034,10.0
2023,30,935,9.0
2022,32,132,1.0
2020,25,112,1.0
2021,31,1114,11.0
2019,14,925,9.0
2019,31,1713,17.0
2022,44,334,3.0
2020,17,1921,19.0
2020,33,2024,20.0
2021,18,624,6.0
2021,39,1614,16.0
2022,13,2431,24.0
2023,38,2232,22.0
2020,32,1132,11.0
2020,41,1634,16.0
2020,20,1114,11.0
2022,27,321,3.0
2022,19,722,7.0
2019,44,524,5.0
2021,1,324,3.0
2020,10,1922,19.0
2021,20,633,6.0
2021,26,921,9.0
2021,47,734,7.0
2021,49,1611,16.0
2019,27,1024,10.0
2019,10,1523,15.0
2023,2,1433,14.0
2023,26,1431,14.0
2023,41,722,7.0
2020,18,1432,14.0
2023,29,1614,31.0
2020,15,1631,16.0
2022,19,1722,17.0
2019,4,524,5.0
2020,48,334,3.0
2023,1,633,6.0
2020,9,434,4.0
2020,51,634,6.0
2019,17,112,1.0
2019,44,1613,16.0
2020,19,331,3.0
2020,49,1935,19.0
2019,15,724,7.0
2019,40,731,7.0
2021,43,2422,24.0
2020,45,735,7.0
2022,46,823,8.0
2023,42,922,9.0
2020,39,1924,19.0
2020,25,512,5.0
2021,6,1922,19.0
2021,45,823,8.0
2020,2,1014,10.0
2021,13,1421,14.0
2019,49,222,2.0
2022,48,215,2.0
2021,10,1921,19.0
2019,24,1613,16.0
2019,18,611,6.0
2023,15,1712,17.0
2021,46,1651,16.0
2019,46,1233,12.0
2021,19,1034,10.0
2022,49,813,8.0
2021,25,1612,16.0
2022,40,112,1.0
2022,31,1921,19.0
2020,46,214,2.0
2021,51,714,7.0
2020,24,1623,16.0
2020,12,1135,11.0
2021,39,422,4.0
2022,42,511,5.0
2020,33,524,5.0
2020,30,1813,18.0
2023,5,225,2.0
2022,36,714,7.0
2020,25,934,9.0
2022,3,1724,17.0
2023,15,1233,12.0
2021,44,724,7.0
2020,31,935,9.0
2021,4,414,4.0
2020,48,1114,11.0
2023,10,1421,14.0
2022,29,1125,11.0
2022,21,1423,14.0
2021,29,1925,19.0
2020,28,421,4.0
2019,31,2011,20.0
2023,30,1624,16.0
2021,2,914,9.0
2023,35,2011,20.0
2021,34,1634,16.0
2019,7,1234,12.0
2022,47,921,9.0
2020,11,1423,14.0
2022,42,1524,15.0
2019,3,921,9.0
2023,19,2012,20.0
2023,33,1214,12.0
2019,22,614,6.0
2020,28,632,6.0
2019,11,1234,12.0
2022,21,2221,22.0
2019,43,815,8.0
2019,21,1412,14.0
2019,36,314,3.0
2019,12,333,3.0
2022,3,312,3.0
2023,9,2532,25.0
2020,40,234,2.0
2020,28,812,8.0
2021,46,1634,16.0
2023,33,732,7.0
2022,49,825,8.0
2019,23,1123,11.0
2019,50,832,8.0
2022,34,434,4.0
2022,8,1731,17.0
2019,22,2534,25.0
2021,34,1024,10.0
2021,10,1633,16.0
2019,50,1224,12.0
2019,41,2431,24.0
2019,41,2523,25.0
2022,16,2511,25.0
2019,40,1214,12.0
2020,33,1231,12.0
2019,18,925,9.0
2022,26,1824,18.0
2020,49,2422,24.0
2023,11,715,7.0
2019,14,913,9.0
2019,13,423,4.0
2019,35,1234,12.0
2022,17,1655,16.0
2023,11,632,6.0
2019,10,1724,17.0
2022,45,913,9.0
2022,42,712,7.0
2023,7,433,4.0
2020,43,2033,20.0
2023,36,1923,19.0
2020,50,1832,18.0
2020,29,421,4.0
2019,43,1511,15.0
2022,22,1533,15.0
2021,8,1822,18.0
2020,24,233,2.0
2021,6,1223,12.0
2021,22,2232,22.0
2019,49,1413,14.0
2022,14,1021,10.0
2021,17,1935,19.0
2020,26,1832,18.0
2023,8,1134,11.0
2019,11,1212,12.0
2020,30,713,7.0
2022,34,2525,25.0
2022,12,833,8.0
2021,50,1134,11.0
2019,34,924,9.0
2021,13,314,3.0
2020,27,133,1.0
2021,3,1233,12.0
2023,36,722,7.0
2019,41,1722,17.0
2020,50,713,7.0
2020,8,333,3.0
2022,43,1132,11.0
2023,26,114,1.0
2021,32,1723,17.0
2021,19,726,7.0
2023,43,1653,16.0
2020,20,1712,17.0
2023,41,922,9.0
2022,34,1214,12.0
2022,23,824,8.0
2022,23,412,4.0
2021,46,933,9.0
2021,47,833,8.0
2020,40,411,4.0
2021,11,1621,16.0
2020,9,2512,25.0
2021,14,1423,14.0
2022,28,834,8.0
2022,7,622,6.0
2019,25,1233,12.0
2022,30,1023,10.0
2021,44,1924,19.0
2023,10,714,7.0
2023,42,2512,25.0
2023,21,2515,25.0
2020,35,324,3.0
2021,4,233,2.0
2020,25,1111,11.0
2022,36,1832,18.0
2023,2,1653,16.0
2020,35,2514,25.0
2022,30,2521,25.0
2020,34,1833,18.0
2021,10,2031,20.0
2019,47,1915,19.0
2023,37,1932,19.0
2023,19,2525,25.0
2021,1,2412,24.0
2019,50,1032,10.0
2019,32,1411,14.0
2019,10,1413,14.0
2020,30,1225,12.0
2021,2,1424,14.0
2021,47,122,1.0
2022,29,1533,15.0
2022,23,1115,11.0
2021,46,1011,10.0
2023,25,915,9.0
2021,18,1222,12.0
2020,19,633,6.0
2021,33,2213,22.0
2020,38,2524,25.0
2023,33,1012,10.0
2022,14,424,4.0
2022,17,422,4.0
2020,1,131,1.0
2021,42,1631,16.0
2023,30,831,8.0
2022,52,2431,24.0
2022,43,1031,10.0
2023,28,1023,10.0
2021,50,1413,14.0
2022,44,726,7.0
2021,53,133,1.0
2021,39,1411,14.0
2019,3,1813,18.0
2020,26,2232,22.0
2019,11,422,4.0
2020,38,1433,14.0
2022,11,1132,11.0
2022,20,1134,11.0
2023,3,1024,10.0
2021,23,522,5.0
2021,53,911,9.0
2021,6,113,1.0
2021,38,1131,11.0
2020,23,631,6.0
2020,9,225,2.0
2020,28,1215,12.0
2019,30,1211,12.0
2020,3,2432,24.0
2022,19,821,8.0
2023,23,2222,22.0
2021,36,1431,14.0
2023,44,811,8.0
2022,19,2523,25.0
2019,31,1913,19.0
2023,19,922,9.0
2020,14,2535,25.0
2021,43,1023,10.0
2021,47,413,4.0
2021,51,324,3.0
2020,6,1024,10.0
2021,37,1513,15.0
2020,18,915,9.0
2019,46,513,5.0
2021,6,1531,15.0
2019,29,1724,17.0
2019,5,1523,15.0
2020,28,1711,17.0
2022,12,2531,25.0
2022,9,531,5.0
2019,50,232,2.0
2021,11,1614,16.0
2021,1,832,8.0
2019,26,1225,12.0
2021,9,413,4.0
2019,42,523,5.0
2020,48,2013,20.0
2019,32,1613,16.0
2019,35,1824,18.0
2020,17,611,6.0
2020,22,1221,12.0
2019,34,132,1.0
2020,34,2524,25.0
2023,21,2511,25.0
2019,51,524,5.0
2023,3,714,7.0
2022,43,622,6.0
2023,45,2515,25.0
2023,52,2413,24.0
2021,48,2513,25.0
2020,33,333,3.0
2020,34,815,8.0
2019,19,1723,17.0
2019,35,223,2.0
2023,8,1831,18.0
2021,2,1235,12.0
2019,6,1532,15.0
2019,3,1651,16.0
2022,5,314,3.0
2019,40,1653,16.0
2019,7,323,3.0
2020,7,2023,20.0
2019,10,914,9.0
2021,4,1432,14.0
2021,41,832,8.0
2021,40,1614,16.0
2023,34,1622,16.0
2022,35,1114,11.0
2023,12,1711,17.0
2023,9,331,3.0
2019,18,725,7.0
2023,33,2522,25.0
2021,18,1623,16.0
2022,25,1913,19.0
2019,32,324,3.0
2020,27,2424,24.0
2019,12,715,7.0
2022,24,2531,25.0
2021,15,2411,24.0
2019,9,523,5.0
2023,11,312,3.0
2019,12,1655,16.0
2021,42,1111,11.0
2021,1,1531,15.0
2019,20,113,1.0
2021,8,1733,17.0
2023,3,1632,16.0
2022,12,2221,22.0
2023,11,935,9.0
2022,39,1111,11.0
2023,3,1653,16.0
2021,41,333,3.0
2020,22,2432,24.0
2019,4,612,6.0
2019,44,1923,19.0
2022,3,1731,17.0
2020,42,933,9.0
2022,13,1934,19.0
2019,8,225,2.0
2022,10,122,1.0
2019,25,823,8.0
2019,12,2011,20.0
2022,24,1513,15.0
2021,27,2433,24.0
2019,38,1923,19.0
2019,2,814,8.0
2023,22,334,3.0
2020,22,1132,11.0
2022,3,232,2.0
2023,29,2515,25.0
2020,36,2522,25.0
2022,5,2223,22.0
2021,33,323,3.0
2019,32,2411,24.0
2020,19,1512,15.0
2022,24,833,8.0
2021,21,2022,20.0
2021,45,235,2.0
2020,25,935,9.0
2020,51,235,2.0
2023,3,1823,18.0
2019,5,723,7.0
2021,32,731,7.0
2022,12,112,1.0
2023,24,2012,20.0
2020,31,431,4.0
2023,23,713,7.0
2023,5,1624,16.0
2021,28,222,2.0
2022,26,932,9.0
2021,28,412,4.0
2023,45,222,2.0
2019,2,2512,25.0
2023,25,211,2.0
2019,47,633,6.0
2021,21,114,1.0
2019,46,1411,14.0
2022,23,422,4.0
2021,40,522,5.0
2022,4,621,6.0
2023,2,414,4.0
2023,10,834,8.0
2020,11,1922,19.0
2020,32,1633,16.0
2023,41,421,4.0
2022,17,622,6.0
2020,35,1651,16.0
2021,23,1531,15.0
2021,22,1011,10.0
2022,18,2521,25.0
2021,44,223,2.0
2019,17,1712,17.0
2019,19,2514,25.0
2021,45,1623,16.0
2020,20,731,7.0
2020,6,1022,10.0
2021,7,732,7.0
2022,42,611,6.0
2022,8,423,4.0
2020,24,1214,12.0
2021,17,1821,18.0
2019,12,731,7.0
2023,36,921,9.0
2022,5,722,7.0
2022,42,122,1.0
2019,8,726,7.0
2020,28,331,3.0
2020,39,1813,18.0
2022,28,624,6.0
2019,44,422,4.0
2022,32,1413,14.0
2022,5,611,6.0
2019,11,825,8.0
2019,31,523,5.0
2021,14,822,8.0
2020,44,1132,11.0
2019,28,831,8.0
2023,14,1632,16.0
2020,6,221,2.0
2021,5,723,7.0
2023,34,922,9.0
2021,40,813,8.0
2023,28,914,9.0
2019,5,1811,18.0
2021,10,1214,12.0
2021,38,1823,18.0
2019,21,232,2.0
2019,24,1222,12.0
2020,6,113,1.0
2022,18,214,2.0
2023,36,1011,10.0
2023,4,1224,12.0
2023,40,323,3.0
2020,14,634,6.0
2020,49,312,3.0
2020,14,1651,16.0
2021,52,2233,22.0
2022,41,611,6.0
2021,15,233,2.0
2019,26,1921,19.0
2023,25,821,8.0
2020,47,925,9.0
2023,10,1722,17.0
2022,2,1034,10.0
2021,26,1423,14.0
2020,45,731,7.0
2020,22,723,7.0
2020,4,513,5.0
2023,37,2523,25.0
2021,47,1911,19.0
2020,26,1224,12.0
2020,43,414,4.0
2019,21,1733,17.0
2019,43,431,4.0
2023,17,1731,17.0
2022,24,234,2.0
2021,21,1113,11.0
